Name,GID,Team,Modified,Members
P001457 - 2023 Trade Show Designs,1205058496473795,Republic Manufacturing,2023-09-08T21:11:19.134Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}, {'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}]"
[DEV - P001411] Prime Robotics [Sprint],1205058719725869,Prime Robotics,2024-01-12T15:24:53.903Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
1465 ZUBI Mach-E TV for August tagging,1205060890791915,Ford,2023-08-09T15:02:47.086Z,"[{'gid': '1201876168709821', 'resource_type': 'user'}, {'gid': '1201853457626650', 'resource_type': 'user'}]"
1473 FORD August Mach-E TV update (SSE & Mach-E TV),1205105981897846,Ford,2023-08-09T15:16:23.806Z,"[{'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1201876168709821', 'resource_type': 'user'}]"
P0014676: Converge Website Maintenace,1205104043394634,Broadway Park,2023-07-31T16:53:09.393Z,"[{'gid': '1116203513482350', 'resource_type': 'user'}, {'gid': '1201995632674335', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
[DEV - P001269] Intrepid 2023 Websites Updates,1205109025442225,Intrepid Fiber Networks,2024-01-12T15:24:54.053Z,"[{'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}]"
[DEV] - P001472 - Craft Ecommerce Site,1205121376971151,VN Dev Team,2023-07-31T12:33:33.064Z,"[{'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
Honda - 1216 - FY24 September Social Content Calendar,1205128478746397,Gravity - Content Practice Area,2023-10-17T17:45:45.288Z,"[{'gid': '1201853457626650', 'resource_type': 'user'}]"
P001479 MEDC Wave 2 Video Development,1205128478746401,Gravity - Content Practice Area,2023-08-09T17:52:49.068Z,"[{'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1202192593999078', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1201710975297325', 'resource_type': 'user'}, {'gid': '1201712374309396', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}, {'gid': '1201348973435981', 'resource_type': 'user'}]"
1471- AHA Maternal Health Campaign Phase II,1205137046011019,American Heart Association,2024-01-22T22:48:08.106Z,"[{'gid': '1204187533059357', 'resource_type': 'user'}, {'gid': '1201273468880092', 'resource_type': 'user'}, {'gid': '1202192593999060', 'resource_type': 'user'}, {'gid': '1202192593999068', 'resource_type': 'user'}, {'gid': '1202192593999078', 'resource_type': 'user'}, {'gid': '1202192593999016', 'resource_type': 'user'}, {'gid': '1201840747987770', 'resource_type': 'user'}, {'gid': '1201876127134320', 'resource_type': 'user'}, {'gid': '1205139226462178', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1205720756575634', 'resource_type': 'user'}, {'gid': '1201273468880094', 'resource_type': 'user'}]"
Gravity U.S. | Creative Requests,1205139620801763,Gravity U.S | Creative Projects,2024-01-31T14:52:15.950Z,"[{'gid': '1201995632674043', 'resource_type': 'user'}, {'gid': '1201348973435981', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1202737892198890', 'resource_type': 'user'}]"
SpareBox Paid Digital Media 2024 - Job P002058,1205139577159751,SpareBox Storage,2024-02-15T18:53:17.104Z,"[{'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1201932329203469', 'resource_type': 'user'}, {'gid': '1201915514702091', 'resource_type': 'user'}, {'gid': '1205138321762305', 'resource_type': 'user'}, {'gid': '1205366876192921', 'resource_type': 'user'}]"
Template - WP Website Development ( Lãnh Core),1205149170661123,VN Dev Team,2024-01-12T15:24:52.478Z,"[{'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}]"
P001178 HPS Email Template Refresh,1205153937792144,Genoa Healthcare,2023-09-08T15:19:41.539Z,"[{'gid': '1201896573439293', 'resource_type': 'user'}]"
Testing Asana Time Spent [2222222222]   ,1205157440705919,Creative Services,2024-02-12T09:27:13.531Z,"[{'gid': '1202942584784352', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}]"
[DEV] Internal F.A.B. Dashboard Project P001256,1205157856283148,VN Dev Team,2024-01-12T15:25:17.280Z,"[{'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1205081857008751', 'resource_type': 'user'}]"
Cross-functional project plan,1205163199160841,Maddy's First Team,2023-08-14T20:20:02.851Z,"[{'gid': '1205138321762305', 'resource_type': 'user'}]"
0875 Stand Up 2 Cancer,1205173071175443,Stand Up To Cancer,2023-08-17T21:16:34.105Z,"[{'gid': '1201876127134320', 'resource_type': 'user'}, {'gid': '1201273468880092', 'resource_type': 'user'}, {'gid': '1201348973435981', 'resource_type': 'user'}, {'gid': '1201273468880094', 'resource_type': 'user'}, {'gid': '1201896573439293', 'resource_type': 'user'}, {'gid': '1204187533059357', 'resource_type': 'user'}, {'gid': '1204592256039403', 'resource_type': 'user'}]"
P001036 NV Media Dashboard,1205176004499248,NVIDIA US Team,2023-11-29T19:15:35.028Z,"[{'gid': '1201995632674335', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1202082193459252', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1202019383707550', 'resource_type': 'user'}, {'gid': '1202168979953472', 'resource_type': 'user'}, {'gid': '1202168980038260', 'resource_type': 'user'}, {'gid': '1201985311849840', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}]"
AHA 1471 Maternal Health Phase II Post Production,1205174242208137,American Heart Association,2023-08-10T15:17:15.272Z,"[{'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1202192593999078', 'resource_type': 'user'}, {'gid': '1201273468880092', 'resource_type': 'user'}, {'gid': '1202192593999068', 'resource_type': 'user'}, {'gid': '1202192593999060', 'resource_type': 'user'}]"
P001471 - M-MEDC Copywriting Support Project ,1205178095029481,MEDC,2023-09-08T21:11:24.154Z,[]
TraceIQ/360 Go-to-Market Deliverables - Job P001498,1205173434938888,Steam Solutions,2024-01-24T18:55:16.789Z,"[{'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}, {'gid': '1201347774970465', 'resource_type': 'user'}, {'gid': '1201347774970467', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1202192593999078', 'resource_type': 'user'}]"
P000774 Colder Products Company : CPC Client Non-Billable 2023,1205186234279894,Gravity MPLS,2024-02-14T21:55:35.147Z,"[{'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}]"
Systems integration and standardization,1205212548982250,Gravity - Group IT,2024-01-11T01:50:24.354Z,"[{'gid': '1202599831317395', 'resource_type': 'user'}]"
P000835: Denver Office Updates,1205213891184294,Creative,2023-09-23T15:37:16.976Z,"[{'gid': '1202119720184074', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}]"
Ringer Marketing Strategy Development - Job P001506,1205224146869596,Ringer,2023-08-07T21:29:09.183Z,"[{'gid': '1201622170349044', 'resource_type': 'user'}]"
Oxford Server Shutdown,1205225918112062,Gravity US - Launch,2023-09-29T11:30:09.499Z,"[{'gid': '1201966589672034', 'resource_type': 'user'}]"
Slack Attack!,1205226455467251,Gravity - Group IT,2023-10-04T13:07:38.597Z,"[{'gid': '1201966543370818', 'resource_type': 'user'}]"
1512 ZUBI  Labor Day TV Sellathon,1205235067696368,Ford,2023-09-14T00:04:10.149Z,"[{'gid': '1201876168709821', 'resource_type': 'user'}, {'gid': '1201853457626650', 'resource_type': 'user'}]"
1513 ZUBI_ FORD Labor Day Sellathon RADIO,1205235067696412,Ford,2023-09-14T00:04:08.894Z,"[{'gid': '1201876168709821', 'resource_type': 'user'}, {'gid': '1201853457626650', 'resource_type': 'user'}]"
P001219 FY24 Ansira Maintenance,1205226000910795,Honda,2024-02-05T18:29:56.785Z,"[{'gid': '1201326579002373', 'resource_type': 'user'}, {'gid': '1201840747987770', 'resource_type': 'user'}, {'gid': '1201881782049448', 'resource_type': 'user'}, {'gid': '1116203513482350', 'resource_type': 'user'}, {'gid': '1201879671482073', 'resource_type': 'user'}, {'gid': '1201355885843592', 'resource_type': 'user'}]"
landcare,1205245385273235,VN Dev Team,2023-08-10T03:27:32.106Z,"[{'gid': '1202134229139336', 'resource_type': 'user'}]"
L10 Meeting Template,1205251100973057,Gravity - Group IT,2023-08-10T19:11:25.481Z,"[{'gid': '1202599831317395', 'resource_type': 'user'}]"
P001497 Payoneer Scripts,1205254213219740,Payoneer,2023-11-10T14:52:39.653Z,"[{'gid': '1202192593999060', 'resource_type': 'user'}, {'gid': '1202192593999042', 'resource_type': 'user'}]"
Summer Internship 2024,1205276690257083,(US) HR,2024-01-24T17:03:01.905Z,"[{'gid': '1204874934478701', 'resource_type': 'user'}, {'gid': '1206113453877304', 'resource_type': 'user'}]"
ATS Research ,1205276690257085,(US) HR,2023-12-06T17:50:30.960Z,"[{'gid': '1204874934478701', 'resource_type': 'user'}]"
TA Training for HM,1205276690257087,(US) HR,2023-12-06T17:50:30.960Z,"[{'gid': '1204874934478701', 'resource_type': 'user'}]"
[VN] English Club,1205274451752581,Gravity - Nha Trang Office English Club,2024-02-05T04:56:30.662Z,"[{'gid': '1205081857008751', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}]"
ABM Account Manager L10 Meeting ,1205278948539992,Operations Initiatives,2024-02-13T20:19:48.150Z,"[{'gid': '1202737892198890', 'resource_type': 'user'}, {'gid': '1205295816652039', 'resource_type': 'user'}, {'gid': '1205295720253688', 'resource_type': 'user'}, {'gid': '1202766442031252', 'resource_type': 'user'}]"
ABM Strategist L10 Meeting,1205278948539997,Operations Initiatives,2023-09-18T18:44:05.386Z,"[{'gid': '1202737892198890', 'resource_type': 'user'}, {'gid': '1202766382442597', 'resource_type': 'user'}]"
ABM Leadership L10 Meeting ,1205278948540002,Operations Initiatives,2024-02-13T17:01:03.665Z,"[{'gid': '1202737892198890', 'resource_type': 'user'}, {'gid': '1202766382442597', 'resource_type': 'user'}, {'gid': '1202593657599928', 'resource_type': 'user'}, {'gid': '1202766340103447', 'resource_type': 'user'}, {'gid': '1202593657599921', 'resource_type': 'user'}, {'gid': '1205278948540012', 'resource_type': 'user'}]"
ABM Tech Team L10 Meeting ,1205278948540013,Operations Initiatives,2023-11-01T17:39:32.837Z,"[{'gid': '1202737892198890', 'resource_type': 'user'}, {'gid': '1202593657599928', 'resource_type': 'user'}, {'gid': '1203746280033584', 'resource_type': 'user'}, {'gid': '1205295773809491', 'resource_type': 'user'}, {'gid': '1205295773669677', 'resource_type': 'user'}]"
ABM Creative Team L10 Meeting ,1205278949378724,Operations Initiatives,2024-02-13T18:41:03.510Z,"[{'gid': '1202737892198890', 'resource_type': 'user'}, {'gid': '1202766340103447', 'resource_type': 'user'}, {'gid': '1202766382141409', 'resource_type': 'user'}, {'gid': '1205139339808542', 'resource_type': 'user'}, {'gid': '1205139222448572', 'resource_type': 'user'}, {'gid': '1205139224409411', 'resource_type': 'user'}, {'gid': '1206526546121596', 'resource_type': 'user'}]"
[Dev P001036] NVIDIA Dashboard,1205289725216536,VN Dev Team,2023-10-09T00:28:53.373Z,"[{'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}]"
Test sync Jira,1205290793175600,VN Dev Team,2023-08-29T08:37:46.748Z,"[{'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
P001538 - LT Foods America - MPLS - Website Redesign,1205272743179982,LT Foods,2023-09-08T21:11:24.150Z,[]
Compliant devices and zero trust,1205293822430060,Gravity - Group IT,2024-01-05T20:42:16.138Z,"[{'gid': '1202599831317395', 'resource_type': 'user'}]"
P001539 - M - 3M Brand and Project Messis Foundation,1205301369769117,3M Separation and Purification Sciences Division,2024-02-14T21:55:35.232Z,"[{'gid': '1202192593999038', 'resource_type': 'user'}, {'gid': '1202192593999068', 'resource_type': 'user'}, {'gid': '1202192593999060', 'resource_type': 'user'}, {'gid': '1202192593999078', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1202192593999076', 'resource_type': 'user'}, {'gid': '1202192593999030', 'resource_type': 'user'}, {'gid': '1205594411512465', 'resource_type': 'user'}]"
Awareness & Capabilities ,1205301369769139,All Gravity US,2023-09-08T21:11:24.157Z,[]
P001516 FY24 Honda Powersports Honda TV Materials,1205319282388662,Honda,2024-01-22T17:04:02.170Z,"[{'gid': '1201879671482073', 'resource_type': 'user'}, {'gid': '1201896573439293', 'resource_type': 'user'}, {'gid': '1203901162757292', 'resource_type': 'user'}]"
P001546 GG Website 1.75,1205315480684425,Creative,2024-02-16T04:10:06.121Z,"[{'gid': '1202119720184074', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}, {'gid': '1201896573439293', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1116203513482350', 'resource_type': 'user'}, {'gid': '1201966543370818', 'resource_type': 'user'}, {'gid': '1205139344486175', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1205911581923945', 'resource_type': 'user'}, {'gid': '1204419554292115', 'resource_type': 'user'}, {'gid': '1205500027983601', 'resource_type': 'user'}, {'gid': '1202669898798720', 'resource_type': 'user'}, {'gid': '1201896650569704', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}]"
[DEV - P001179] HPE Storm Preparedness,1205321735982389,VN Dev Team,2024-01-12T15:25:25.610Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
[DEV - P001483 ] Tract Website Phase II ,1205323353508714,Tract,2024-02-01T19:55:58.769Z,"[{'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}]"
Gravity U.S | Internal Creative Projects,1205320873818861,Gravity U.S | Creative Projects,2024-01-22T17:09:19.211Z,"[{'gid': '1201995632674043', 'resource_type': 'user'}, {'gid': '1201273468880094', 'resource_type': 'user'}, {'gid': '1201888156922550', 'resource_type': 'user'}, {'gid': '1201348973435981', 'resource_type': 'user'}, {'gid': '1201840747987770', 'resource_type': 'user'}, {'gid': '1204592256039403', 'resource_type': 'user'}, {'gid': '1205720756575634', 'resource_type': 'user'}, {'gid': '1206394732488059', 'resource_type': 'user'}]"
Honda - 1216 - FY24 [October] Social Content Calendar,1205339921963864,Gravity - Content Practice Area,2023-10-18T19:37:34.965Z,"[{'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1199713442278028', 'resource_type': 'user'}, {'gid': '1203650117376674', 'resource_type': 'user'}, {'gid': '1202192593999058', 'resource_type': 'user'}, {'gid': '1201326579002373', 'resource_type': 'user'}, {'gid': '1201314726380739', 'resource_type': 'user'}, {'gid': '1201840747987770', 'resource_type': 'user'}]"
